address,area,availabilityDate,baths,beds,brokerName,builderName,buildingId,canSaveBuilding,communityName,detailUrl,has3DModel,hasAdditionalAttributions,hasImage,hasVideo,hdpData/homeInfo/bathrooms,hdpData/homeInfo/bedrooms,hdpData/homeInfo/city,hdpData/homeInfo/country,hdpData/homeInfo/currency,hdpData/homeInfo/datePriceChanged,hdpData/homeInfo/daysOnZillow,hdpData/homeInfo/homeStatus,hdpData/homeInfo/homeStatusForHDP,hdpData/homeInfo/homeType,hdpData/homeInfo/isFeatured,hdpData/homeInfo/isNonOwnerOccupied,hdpData/homeInfo/isPreforeclosureAuction,hdpData/homeInfo/isPremierBuilder,hdpData/homeInfo/isRentalWithBasePrice,hdpData/homeInfo/isShowcaseListing,hdpData/homeInfo/isUnmappable,hdpData/homeInfo/isZillowOwned,hdpData/homeInfo/latitude,hdpData/homeInfo/listing_sub_type/is_FSBA,hdpData/homeInfo/listing_sub_type/is_bankOwned,hdpData/homeInfo/listing_sub_type/is_forAuction,hdpData/homeInfo/listing_sub_type/is_newHome,hdpData/homeInfo/listing_sub_type/is_openHouse,hdpData/homeInfo/livingArea,hdpData/homeInfo/longitude,hdpData/homeInfo/lotAreaUnit,hdpData/homeInfo/lotAreaValue,hdpData/homeInfo/newConstructionType,hdpData/homeInfo/openHouse,hdpData/homeInfo/open_house_info/open_house_showing/0/open_house_end,hdpData/homeInfo/open_house_info/open_house_showing/0/open_house_start,hdpData/homeInfo/open_house_info/open_house_showing/1/open_house_end,hdpData/homeInfo/open_house_info/open_house_showing/1/open_house_start,hdpData/homeInfo/open_house_info/open_house_showing/2/open_house_end,hdpData/homeInfo/open_house_info/open_house_showing/2/open_house_start,hdpData/homeInfo/open_house_info/open_house_showing/3/open_house_end,hdpData/homeInfo/open_house_info/open_house_showing/3/open_house_start,hdpData/homeInfo/open_house_info/open_house_showing/4/open_house_end,hdpData/homeInfo/open_house_info/open_house_showing/4/open_house_start,hdpData/homeInfo/open_house_info/open_house_showing/5/open_house_end,hdpData/homeInfo/open_house_info/open_house_showing/5/open_house_start,hdpData/homeInfo/open_house_info/open_house_showing/6/open_house_end,hdpData/homeInfo/open_house_info/open_house_showing/6/open_house_start,hdpData/homeInfo/price,hdpData/homeInfo/priceChange,hdpData/homeInfo/priceForHDP,hdpData/homeInfo/priceReduction,hdpData/homeInfo/providerListingID,hdpData/homeInfo/rentZestimate,hdpData/homeInfo/shouldHighlight,hdpData/homeInfo/state,hdpData/homeInfo/streetAddress,hdpData/homeInfo/taxAssessedValue,hdpData/homeInfo/timeOnZillow,hdpData/homeInfo/unit,hdpData/homeInfo/videoCount,hdpData/homeInfo/zestimate,hdpData/homeInfo/zipcode,hdpData/homeInfo/zpid,imgSrc,info3String,isBuilding,isCdpResult,isComingSoonCommunity,isFavorite,isFeaturedListing,isHomeRec,isShowcaseListing,isUserClaimingOwner,isUserConfirmedClaim,latLong/latitude,latLong/longitude,listingType,lotId,marketingStatusSimplifiedCd,minArea,minBaths,minBeds,pgapt,plid,price,priceLabel,rawHomeStatusCd,sgapt,shouldShowZestimateAsPrice,statusText,statusType,streetViewURL,timeOnZillow,unitCount,variableData/text,variableData/type,visited,zpid
"1106 NE 113th St, Kansas City, MO 64155",1536,,3,3,Keller Williams KC North,,,,,/homedetails/1106-NE-113th-St-Kansas-City-MO-64155/66401272_zpid/,FALSE,TRUE,TRUE,FALSE,3,3,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.298214,TRUE,,,,,1536,-94.5645,sqft,0.35,,,,,,,,,,,,,,,,,289000,,289000,,,1657,FALSE,MO,1106 NE 113th St,36610,337533000,,,282900,64155,66401272,https://photos.zillowstatic.com/fp/937cf7a95d2eddd30e21f54620bfd792-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.298214,-94.5645,,,For Sale by Agent,,,,ForSale,,"$289,000 ",$289K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,337533000,,,,FALSE,66401272
"3539 Genessee St, Kansas City, MO 64111",1933,,4,4,Keller Williams Realty Partner,,,,,/homedetails/3539-Genessee-St-Kansas-City-MO-64111/2343003_zpid/,FALSE,TRUE,TRUE,FALSE,4,4,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.063004,TRUE,,,,,1933,-94.60462,sqft,4893,,,,,,,,,,,,,,,,,330000,,330000,,,2498,FALSE,MO,3539 Genessee St,190000,648637000,,,334000,64111,2343003,https://photos.zillowstatic.com/fp/b95c3698d1a7b476bcfe5a7b831a8e1a-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.063004,-94.60462,,,For Sale by Agent,,,,ForSale,,"$330,000 ",$330K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,648637000,,,,FALSE,2343003
"2120 NW 95th St, Kansas City, MO",,,,,,,39.264668--94.612274,FALSE,,"/b/building/39.264668,-94.612274_ll/",FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/cafaae612501892e79bf0e657d3ef2ac-p_e.jpg,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,39.264668,-94.612274,NEW_CONSTRUCTION,,,1870,3,4,,,"From $389,950",,,,,For Rent,FOR_SALE,,83442000,2,,,,
"8705 Booth Ave, Kansas City, MO 64138",1508,,2,3,Chartwell Realty LLC,,,,,/homedetails/8705-Booth-Ave-Kansas-City-MO-64138/2439468_zpid/,FALSE,TRUE,TRUE,FALSE,2,3,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,38.965458,TRUE,,,,,1508,-94.48778,acres,0.3731404958677686,,,,,,,,,,,,,,,,,269900,,269900,,,1531,FALSE,MO,8705 Booth Ave,102000,162060000,,,277900,64138,2439468,https://photos.zillowstatic.com/fp/e8829fff3134800071e4d7ad96f96388-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.965458,-94.48778,,,For Sale by Agent,,,,ForSale,,"$269,900 ",$270K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,162060000,,,,FALSE,2439468
"12743 Cherry St, Kansas City, MO 64145",2667,,3,4,ReeceNichols - Leawood,,,,,/homedetails/12743-Cherry-St-Kansas-City-MO-64145/2474126_zpid/,FALSE,TRUE,TRUE,FALSE,3,4,Kansas City,USA,USD,1.72163E+12,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,38.895123,TRUE,,,,,2667,-94.58813,acres,4076.0331,,,,,,,,,,,,,,,,,357000,-8000,357000,"$8,000 (Jul 22)",,2188,FALSE,MO,12743 Cherry St,212000,617731000,,,354100,64145,2474126,https://photos.zillowstatic.com/fp/f0bbfdd4533eb6b2d96e00ed985f8d45-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.895123,-94.58813,,,For Sale by Agent,,,,ForSale,,"$357,000 ",$357K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,617731000,,,,FALSE,2474126
"10312 Palmer Ave, Kansas City, MO 64134",2148,,2,4,RE/MAX Revolution,,,,,/homedetails/10312-Palmer-Ave-Kansas-City-MO-64134/2442074_zpid/,FALSE,TRUE,TRUE,FALSE,2,4,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,38.93621,TRUE,,,,,2148,-94.500465,acres,0.35,,,,,,,,,,,,,,,,,244900,,244900,,,1837,FALSE,MO,10312 Palmer Ave,83000,622827000,,,242400,64134,2442074,https://photos.zillowstatic.com/fp/670b6938afaf8555520e577330fedbaa-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.93621,-94.500465,,,For Sale by Agent,,,,ForSale,,"$244,900 ",$245K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,622827000,,,,FALSE,2442074
"4711 Wyoming St, Kansas City, MO 64112",1731,,3,3,SBD Housing Solutions LLC,,,,,/homedetails/4711-Wyoming-St-Kansas-City-MO-64112/2345292_zpid/,FALSE,TRUE,TRUE,FALSE,3,3,Kansas City,USA,USD,1.72172E+12,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.04207,TRUE,,,,,1731,-94.605,sqft,4244,,,,,,,,,,,,,,,,,379900,-5000,379900,"$5,000 (Jul 23)",,2403,FALSE,MO,4711 Wyoming St,305000,11411849000,,,360500,64112,2345292,https://photos.zillowstatic.com/fp/c0f2431cd2ff6dab205f7692fc20b5fd-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.04207,-94.605,,,For Sale by Agent,,,,ForSale,,"$379,900 ",$380K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,11411849000,,,,FALSE,2345292
"4127 Brooklyn Ave, Kansas City, MO 64130",1152,,2,3,Keller Williams KC North,,,,,/homedetails/4127-Brooklyn-Ave-Kansas-City-MO-64130/2341102_zpid/,FALSE,TRUE,TRUE,FALSE,2,3,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.050987,TRUE,,,,,1152,-94.558136,sqft,5242,,,,,,,,,,,,,,,,,179500,,179500,,,1335,FALSE,MO,4127 Brooklyn Ave,25000,43827000,,,177100,64130,2341102,https://photos.zillowstatic.com/fp/732eab16d809947bc73684afc8344a6f-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.050987,-94.558136,,,For Sale by Agent,,,,ForSale,,"$179,500 ",$180K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,43827000,,,,FALSE,2341102
"1030 Tam O Shanter Dr, Kansas City, MO 64145",3823,,4,5,RE/MAX Premier Realty,,,,,/homedetails/1030-Tam-O-Shanter-Dr-Kansas-City-MO-64145/2474390_zpid/,FALSE,TRUE,TRUE,FALSE,4,5,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,38.896133,TRUE,,,,TRUE,3823,-94.60503,acres,0.5006657483930211,,Sat. 12-2pm,1.72211E+12,1.72211E+12,1.7222E+12,1.72219E+12,,,,,,,,,,,465500,,465500,,,3413,FALSE,MO,1030 Tam O Shanter Dr,428000,43827000,,,469600,64145,2474390,https://photos.zillowstatic.com/fp/c924a92be7debb3600063f06f59aebd2-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.896133,-94.60503,,,For Sale by Agent,,,,ForSale,,"$465,500 ",$466K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,43827000,,,,FALSE,2474390
"4445 Westridge Rd, Kansas City, MO 64133",2622,,2,3,USREEB Realty Pros LLC,,,,,/homedetails/4445-Westridge-Rd-Kansas-City-MO-64133/2372076_zpid/,FALSE,TRUE,TRUE,FALSE,2,3,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.040253,TRUE,,,,,2622,-94.43826,acres,0.36395775941230485,,,,,,,,,,,,,,,,,319000,,319000,,,1494,FALSE,MO,4445 Westridge Rd,118000,1384827000,,,310800,64133,2372076,https://photos.zillowstatic.com/fp/b7f1d1880a9b0f580df3d8362e049811-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.040253,-94.43826,,,For Sale by Agent,,,,ForSale,,"$319,000 ",$319K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,1384827000,,,,FALSE,2372076
"7505 E 117th Ter, Kansas City, MO 64134",1584,,3,3,EXP Realty LLC,,,,,/homedetails/7505-E-117th-Ter-Kansas-City-MO-64134/2463106_zpid/,FALSE,TRUE,TRUE,FALSE,3,3,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,38.910873,TRUE,,,,,1584,-94.50434,sqft,8316,,,,,,,,,,,,,,,,,215000,,215000,,,1343,FALSE,MO,7505 E 117th Ter,90000,43827000,,,216600,64134,2463106,https://photos.zillowstatic.com/fp/87854149aa4af12db9e129d18971bfb6-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.910873,-94.50434,,,For Sale by Agent,,,,ForSale,,"$215,000 ",$215K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,43827000,,,,FALSE,2463106
"6311 Valley Rd, Kansas City, MO 64113",2650,,3,3,Compass Realty Group,,,,,/homedetails/6311-Valley-Rd-Kansas-City-MO-64113/2415894_zpid/,FALSE,TRUE,TRUE,FALSE,3,3,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.013958,TRUE,,,,TRUE,2650,-94.597534,acres,0.25206611570247933,,Sat. 1-3pm,1.72212E+12,1.72211E+12,,,,,,,,,,,,,699000,,699000,,,4559,FALSE,MO,6311 Valley Rd,467000,599446000,,,723200,64113,2415894,https://photos.zillowstatic.com/fp/7e44b09bcdd96fe83056cb80af7d5212-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.013958,-94.597534,,,For Sale by Agent,,,,ForSale,,"$699,000 ",$699K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,599446000,,,,FALSE,2415894
"9212 NE 109th Ct, Kansas City, MO 64157",1834,,2,3,KW KANSAS CITY METRO,,,,,/homedetails/9212-NE-109th-Ct-Kansas-City-MO-64157/66406040_zpid/,FALSE,TRUE,TRUE,FALSE,2,3,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.289482,TRUE,,,,TRUE,1834,-94.46417,sqft,10019,,Fri. 4-6pm,1.72204E+12,1.72203E+12,,,,,,,,,,,,,325000,,325000,,,2185,FALSE,MO,9212 NE 109th Ct,55060,43827000,,,328200,64157,66406040,https://photos.zillowstatic.com/fp/2d4bd731a6c2fc42c52dcd93246d6790-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.289482,-94.46417,,,For Sale by Agent,,,,ForSale,,"$325,000 ",$325K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,43827000,,,,FALSE,66406040
"403 W 59th St, Kansas City, MO 64113",2987,,5,5,KW KANSAS CITY METRO,,,,,/homedetails/403-W-59th-St-Kansas-City-MO-64113/2415074_zpid/,FALSE,TRUE,TRUE,FALSE,5,5,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.020336,TRUE,,,,TRUE,2987,-94.593056,sqft,9985,,Sat. 11am-1pm,1.72211E+12,1.7221E+12,1.7222E+12,1.7222E+12,,,,,,,,,,,825000,,825000,,,5275,FALSE,MO,403 W 59th St,466000,861913000,,,820900,64113,2415074,https://photos.zillowstatic.com/fp/a62832fe78361387424e93c10f5a86d0-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.020336,-94.593056,,,For Sale by Agent,,,,ForSale,,"$825,000 ",$825K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,861913000,,,,FALSE,2415074
"936 E Gregory Blvd, Kansas City, MO 64131",1184,,2,2,Platinum Realty LLC,,,,,/homedetails/936-E-Gregory-Blvd-Kansas-City-MO-64131/2418349_zpid/,FALSE,TRUE,TRUE,FALSE,2,2,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,38.999126,TRUE,,,,,1184,-94.57587,sqft,5227.2,,,,,,,,,,,,,,,,,275000,,275000,,,1550,FALSE,MO,936 E Gregory Blvd,128000,94542000,,,278500,64131,2418349,https://photos.zillowstatic.com/fp/551dd6e5bbc918023bd431e1402c8f63-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.999126,-94.57587,,,For Sale by Agent,,,,ForSale,,"$275,000 ",$275K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,94542000,,,,FALSE,2418349
"4312 NE 48th Ter, Kansas City, MO 64119",2458,,3,5,Worth Clark Realty,,,,,/homedetails/4312-NE-48th-Ter-Kansas-City-MO-64119/66435179_zpid/,FALSE,TRUE,TRUE,FALSE,3,5,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.182545,TRUE,,,,,2458,-94.52793,acres,0.32999999999999996,,,,,,,,,,,,,,,,,329000,,329000,,,3620,FALSE,MO,4312 NE 48th Ter,33060,43827000,,,330200,64119,66435179,https://photos.zillowstatic.com/fp/6ff0ba7fe09aac4ebafd959a51077211-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.182545,-94.52793,,,For Sale by Agent,,,,ForSale,,"$329,000 ",$329K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,43827000,,,,FALSE,66435179
"2051 E Gregory Blvd, Kansas City, MO 64132",880,,1,2,Keller Williams Realty Partner,,,,,/homedetails/2051-E-Gregory-Blvd-Kansas-City-MO-64132/2421642_zpid/,FALSE,TRUE,TRUE,FALSE,1,2,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,38.99796,TRUE,,,,,880,-94.56171,sqft,5331,,,,,,,,,,,,,,,,,115000,,115000,,,999,FALSE,MO,2051 E Gregory Blvd,33000,106834000,,,113400,64132,2421642,https://photos.zillowstatic.com/fp/44712c06199288bd21f6e42eb1288256-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.99796,-94.56171,,,For Sale by Agent,,,,ForSale,,"$115,000 ",$115K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,106834000,,,,FALSE,2421642
"8011 Main St, Kansas City, MO 64114",850,,1,3,Platinum Realty LLC,,,,,/homedetails/8011-Main-St-Kansas-City-MO-64114/2424879_zpid/,FALSE,TRUE,TRUE,FALSE,1,3,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,38.9824,TRUE,,,,,850,-94.58971,sqft,5200,,,,,,,,,,,,,,,,,242000,,242000,,,1577,FALSE,MO,8011 Main St,82000,93338000,,,244900,64114,2424879,https://photos.zillowstatic.com/fp/65397edba90a4293704814d013dc9733-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.9824,-94.58971,,,For Sale by Agent,,,,ForSale,,"$242,000 ",$242K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,93338000,,,,FALSE,2424879
"811 E 75th St, Kansas City, MO 64131",2182,,2,4,RE/MAX Heritage,,,,,/homedetails/811-E-75th-St-Kansas-City-MO-64131/2423783_zpid/,FALSE,TRUE,TRUE,FALSE,2,4,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,38.991367,TRUE,,,,TRUE,2182,-94.57867,sqft,8712,,Fri. 4-6pm,1.72204E+12,1.72203E+12,,,,,,,,,,,,,312900,,312900,,,2187,FALSE,MO,811 E 75th St,129000,648637000,,,314100,64131,2423783,https://photos.zillowstatic.com/fp/59d9da68b97adcff7c8290e33342f924-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.991367,-94.57867,,,For Sale by Agent,,,,ForSale,,"$312,900 ",$313K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,648637000,,,,FALSE,2423783
"1234 W 58th St, Kansas City, MO 64113",5046,,5,5,ReeceNichols -The Village,,,,,/homedetails/1234-W-58th-St-Kansas-City-MO-64113/2353070_zpid/,FALSE,TRUE,TRUE,FALSE,5,5,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.02276,TRUE,,,,,5046,-94.60537,acres,0.9495867768595041,,,,,,,,,,,,,,,,,2100000,,2100000,,,12006,FALSE,MO,1234 W 58th St,1402000,43827000,,,2184100,64113,2353070,https://photos.zillowstatic.com/fp/76992ae1bc74fd5e189e820d5a9b230d-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.02276,-94.60537,,,For Sale by Agent,,,,ForSale,,"$2,100,000 ",$2.10M,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,43827000,,,,FALSE,2353070
"2812 Bales Ave, Kansas City, MO 64128",1742,,2,4,EXP Realty LLC,,,,,/homedetails/2812-Bales-Ave-Kansas-City-MO-64128/2332350_zpid/,FALSE,TRUE,TRUE,FALSE,2,4,Kansas City,USA,USD,1.71377E+12,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.07447,TRUE,,,,,1742,-94.54258,sqft,6185,,,,,,,,,,,,,,,,,145000,-5000,145000,,,1597,FALSE,MO,2812 Bales Ave,32000,11880349000,,,131700,64128,2332350,https://photos.zillowstatic.com/fp/2ad97eba876e023edf66df6a597c7235-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.07447,-94.54258,,,For Sale by Agent,,,,ForSale,,"$145,000 ",$145K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,11880349000,,,,FALSE,2332350
"10004 Flora Ave, Kansas City, MO 64131",1963,,3,4,Compass Realty Group,,,,,/homedetails/10004-Flora-Ave-Kansas-City-MO-64131/2431966_zpid/,FALSE,TRUE,TRUE,FALSE,3,4,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,38.945724,TRUE,,,,TRUE,1963,-94.57239,acres,0.2725206611570248,,Sat. 1-3pm,1.72212E+12,1.72211E+12,1.7222E+12,1.72219E+12,,,,,,,,,,,285000,,285000,,,1711,FALSE,MO,10004 Flora Ave,167000,130229000,,,289600,64131,2431966,https://photos.zillowstatic.com/fp/f41e82d06512ecbaeffeca9311bad36d-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.945724,-94.57239,,,For Sale by Agent,,,,ForSale,,"$285,000 ",$285K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,130229000,,,,FALSE,2431966
"916 E 78th St, Kansas City, MO 64131",1530,,2,3,Radiant Realty Group LLC,,,,,/homedetails/916-E-78th-St-Kansas-City-MO-64131/2424117_zpid/,FALSE,TRUE,TRUE,FALSE,2,3,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,38.98646,TRUE,,,,,1530,-94.57732,sqft,7426,,,,,,,,,,,,,,,,,268000,,268000,,,1922,FALSE,MO,916 E 78th St,122000,48032000,,,276200,64131,2424117,https://photos.zillowstatic.com/fp/883ba4260c96cc6ff2093616af8250d0-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.98646,-94.57732,,,For Sale by Agent,,,,ForSale,,"$268,000 ",$268K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,48032000,,,,FALSE,2424117
"10315 E 39th St, Kansas City, MO 64133",1762,,3,3,Keller Williams KC North,,,,,/homedetails/10315-E-39th-St-Kansas-City-MO-64133/2362706_zpid/,FALSE,TRUE,TRUE,FALSE,3,3,Kansas City,USA,USD,1.72163E+12,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.051544,TRUE,,,,TRUE,1762,-94.45789,sqft,9373,,Sat. 2-6pm,1.72213E+12,1.72211E+12,,,,,,,,,,,,,222500,-2500,222500,"$2,500 (Jul 22)",,1784,FALSE,MO,10315 E 39th St,106000,3120648000,,,216000,64133,2362706,https://photos.zillowstatic.com/fp/d5a38efee38860b21705d41a8eefd6cb-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.051544,-94.45789,,,For Sale by Agent,,,,ForSale,,"$222,500 ",$223K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,3120648000,,,,FALSE,2362706
"7944 Jarboe St, Kansas City, MO 64114",1938,,2,2,United Real Estate Kansas City,,,,,/homedetails/7944-Jarboe-St-Kansas-City-MO-64114/2426699_zpid/,FALSE,TRUE,TRUE,FALSE,2,2,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,38.983734,TRUE,,,,TRUE,1938,-94.60308,sqft,9301,,Sat. 12-2pm,1.72211E+12,1.72211E+12,1.7222E+12,1.72219E+12,,,,,,,,,,,325000,,325000,,,1800,FALSE,MO,7944 Jarboe St,153000,43827000,,,337300,64114,2426699,https://photos.zillowstatic.com/fp/230fe1fe05449517f07b5c1ad1323bca-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.983734,-94.60308,,,For Sale by Agent,,,,ForSale,,"$325,000 ",$325K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,43827000,,,,FALSE,2426699
"1001 NE 83rd St, Kansas City, MO 64118",1438,,1,4,RE/MAX Revolution,,,,,/homedetails/1001-NE-83rd-St-Kansas-City-MO-64118/66412880_zpid/,FALSE,TRUE,TRUE,FALSE,1,4,Kansas City,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,39.244595,TRUE,,,,TRUE,1438,-94.56761,acres,1,,Sun. 12-1:30pm,1.7222E+12,1.72219E+12,,,,,,,,,,,,,260000,,260000,,,1674,FALSE,MO,1001 NE 83rd St,28290,130229000,,,264700,64118,66412880,https://photos.zillowstatic.com/fp/ca70bd9509e9e2c4eca5e5d10960361b-p_e.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.244595,-94.56761,,,For Sale by Agent,,,,ForSale,,"$260,000 ",$260K,ForSale,For Sale (Broker),FALSE,House for sale,FOR_SALE,,130229000,,,,FALSE,66412880
