address,sqft,baths,beds,brokerName,has3DModel,hasImage,hasVideo,homeStatus,homeType,isFeatured,isShowcaseListing,is_FSBA,is_bankOwned,is_forAuction,is_newHome,is_openHouse,lotAreaUnit,lotAreaValue,price,priceLabel,priceChange,priceReduction,currency,rentZestimate,streetAddress,city,state,zipcode,country,taxAssessedValue,zestimate,zpid,latitude,longitude,marketingStatusSimplifiedCd,statusText,timeOnZillow,detailUrl,imgSrc
"11314 Booth Ave, Kansas City, MO 64134",1150,2,3,Land Real Estate,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.203,149500,$150K,,,USD,1394,11314 Booth Ave,Kansas City,MO,64134,USA,70000,150100,2462509,38.917034,-94.49258,For Sale by Agent,House for sale,261934000,/homedetails/11314-Booth-Ave-Kansas-City-MO-64134/2462509_zpid/,https://photos.zillowstatic.com/fp/b35565269dbe4aa16c768034467b85fb-p_e.jpg
"10216 N Elmwood Ct, Kansas City, MO 64156",2458,3,4,BHG Kansas City Homes,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.39,439000,$439K,-6000,"$6,000 (Jul 15)",USD,2723,10216 N Elmwood Ct,Kansas City,MO,64156,USA,46630,428800,71153383,39.27911,-94.52587,For Sale by Agent,House for sale,4972668000,/homedetails/10216-N-Elmwood-Ct-Kansas-City-MO-64156/71153383_zpid/,https://photos.zillowstatic.com/fp/47fb2f9c7cd675894c844def58e25039-p_e.jpg
"3434 Campbell St, Kansas City, MO 64109",3055,3,5,Chartwell Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.158,475000,$475K,,,USD,2973,3434 Campbell St,Kansas City,MO,64109,USA,385000,450700,2338573,39.064102,-94.57434,For Sale by Agent,House for sale,5457284000,/homedetails/3434-Campbell-St-Kansas-City-MO-64109/2338573_zpid/,https://photos.zillowstatic.com/fp/14e6f90b96db3c820733b0bfff467dad-p_e.jpg
"8119 N Norton Ave, Kansas City, MO 64119",2328,3,4,ReeceNichols-KCN,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.053,369000,$369K,-16000,"$16,000 (Jul 26)",USD,1877,8119 N Norton Ave,Kansas City,MO,64119,USA,45700,366300,66457684,39.240772,-94.53154,For Sale by Agent,House for sale,624022000,/homedetails/8119-N-Norton-Ave-Kansas-City-MO-64119/66457684_zpid/,https://photos.zillowstatic.com/fp/8f8c3544506289f7947dceb7d5615e5b-p_e.jpg
"10231 N Fisk Ave, Kansas City, MO 64154",4245,5,4,ReeceNichols-KCN,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.298,519900,$520K,-20000,"$20,000 (Jul 24)",USD,3080,10231 N Fisk Ave,Kansas City,MO,64154,USA,423550,505300,54591881,39.2793,-94.65388,For Sale by Agent,House for sale,1987559000,/homedetails/10231-N-Fisk-Ave-Kansas-City-MO-64154/54591881_zpid/,https://photos.zillowstatic.com/fp/137d187077b2a02c3566bf090c67b195-p_e.jpg
"4339 Virginia Ave, Kansas City, MO 64110",2172,4,4,Compass Realty Group,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,,,,TRUE,,acres,0.08,398000,$398K,,,USD,,4339 Virginia Ave,Kansas City,MO,64110,USA,,,402298454,39.04733,-94.56885,New Construction,New construction,134441000,/homedetails/4339-Virginia-Ave-Kansas-City-MO-64110/402298454_zpid/,https://photos.zillowstatic.com/fp/3f676eef6f34abcc6f7d6a307a29e3bd-p_e.jpg
"5717 Wornall Rd, Kansas City, MO 64113",4647,5,5,Platinum Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.31,715000,$715K,-35000,"$35,000 (Jul 7)",USD,4786,5717 Wornall Rd,Kansas City,MO,64113,USA,634000,675700,2351871,39.02337,-94.59228,For Sale by Agent,House for sale,4369021000,/homedetails/5717-Wornall-Rd-Kansas-City-MO-64113/2351871_zpid/,https://photos.zillowstatic.com/fp/af7ebc5c23a98e9ff2111347f52aacb4-p_e.jpg
"4159 Hardesty Ave, Kansas City, MO 64130",1560,2,3,"Real Broker, LLC",FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.193,203900,$204K,-6000,"$6,000 (Jul 25)",USD,1575,4159 Hardesty Ave,Kansas City,MO,64130,USA,41000,195000,2354547,39.049072,-94.522865,For Sale by Agent,House for sale,1198548000,/homedetails/4159-Hardesty-Ave-Kansas-City-MO-64130/2354547_zpid/,https://photos.zillowstatic.com/fp/87411104519c8521a4374cbd74260a72-p_e.jpg
"43 W 73rd Ter, Kansas City, MO 64114",1032,1,3,Realty Executives,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.112,334900,$335K,-5000,"$5,000 (Jul 16)",USD,1825,43 W 73rd Ter,Kansas City,MO,64114,USA,163000,317400,2419510,38.994686,-94.59145,For Sale by Agent,House for sale,22568674000,/homedetails/43-W-73rd-Ter-Kansas-City-MO-64114/2419510_zpid/,https://photos.zillowstatic.com/fp/842063d338201a8dfe4ee1eb4ecaf244-p_e.jpg
"9210 E 52nd St, Kansas City, MO 64133",1768,2,5,"Weichert, Realtors Welch & Com",FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.19,270000,$270K,-5000,"$5,000 (Jul 16)",USD,1724,9210 E 52nd St,Kansas City,MO,64133,USA,119000,261400,2366452,39.02872,-94.47316,For Sale by Agent,House for sale,1599047000,/homedetails/9210-E-52nd-St-Kansas-City-MO-64133/2366452_zpid/,https://photos.zillowstatic.com/fp/f1cbfa66cc9fd83d19ad90f77af868fa-p_e.jpg
"8508 N Arcola Ave, Kansas City, MO 64153",1700,3,3,Greater Kansas City Realty,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.217,339000,$339K,,,USD,2299,8508 N Arcola Ave,Kansas City,MO,64153,USA,249793,336600,69458762,39.249084,-94.7044,For Sale by Agent,House for sale,604831000,/homedetails/8508-N-Arcola-Ave-Kansas-City-MO-64153/69458762_zpid/,https://photos.zillowstatic.com/fp/e6dd72343d30f92d76490528a3b65755-p_e.jpg
"5217 Wilburn Ct, Kansas City, MO 64123",1248,2,3,Keller Williams KC North,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.066,200000,$200K,,,USD,1350,5217 Wilburn Ct,Kansas City,MO,64123,USA,48000,194800,2283592,39.11464,-94.519455,For Sale by Agent,House for sale,687933000,/homedetails/5217-Wilburn-Ct-Kansas-City-MO-64123/2283592_zpid/,https://photos.zillowstatic.com/fp/ae4628a2551f5ef8cabf0b342880c57c-p_e.jpg
"4332 Forest Ave, Kansas City, MO 64110",1986,4,3,Compass Realty Group,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,,,,TRUE,TRUE,acres,0.1,495000,$495K,,,USD,3087,4332 Forest Ave,Kansas City,MO,64110,USA,11000,490600,109851865,39.04768,-94.57169,New Construction,New construction,134441000,/homedetails/4332-Forest-Ave-Kansas-City-MO-64110/109851865_zpid/,https://photos.zillowstatic.com/fp/fd8304487b2fa48e5a08e3e37193d957-p_e.jpg
"4700 E 109th Ter, Kansas City, MO 64137",2032,3,5,ReeceNichols - Lees Summit,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.36,290000,$290K,,,USD,2039,4700 E 109th Ter,Kansas City,MO,64137,USA,37000,281200,2466006,38.927643,-94.53537,For Sale by Agent,House for sale,1318556000,/homedetails/4700-E-109th-Ter-Kansas-City-MO-64137/2466006_zpid/,https://photos.zillowstatic.com/fp/448f222f76ec78425c38ba1fc8dd5042-p_e.jpg
"5007 Virginia Ave, Kansas City, MO 64110",1850,3,4,"Real Broker, LLC",FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.155,350000,$350K,-25000,"$25,000 (Jul 25)",USD,2136,5007 Virginia Ave,Kansas City,MO,64110,USA,165000,340200,2347523,39.03547,-94.56949,For Sale by Agent,House for sale,1339841000,/homedetails/5007-Virginia-Ave-Kansas-City-MO-64110/2347523_zpid/,https://photos.zillowstatic.com/fp/22e587cb7fc4d338c4a4e54f2f7a1dde-p_e.jpg
"5901 NW 103rd St, Kansas City, MO 64154",3249,4,4,Platinum Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.236,575000,$575K,-50000,"$50,000 (Jul 18)",USD,3708,5901 NW 103rd St,Kansas City,MO,64154,USA,474189,559400,68976509,39.28091,-94.64772,For Sale by Agent,House for sale,2812797000,/homedetails/5901-NW-103rd-St-Kansas-City-MO-64154/68976509_zpid/,https://photos.zillowstatic.com/fp/f53b46a80d464552a10b01b1ffeb5e30-p_e.jpg
"4533 Gillham Rd, Kansas City, MO 64110",2221,2,6,Keller Williams Realty Partner,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.102,389950,$390K,-5050,"$5,050 (Apr 29)",USD,1910,4533 Gillham Rd,Kansas City,MO,64110,USA,158000,368600,2346100,39.04415,-94.573654,For Sale by Agent,House for sale,12827467000,/homedetails/4533-Gillham-Rd-Kansas-City-MO-64110/2346100_zpid/,https://photos.zillowstatic.com/fp/94718e9a02abd0e0a5476140eeb9e1c3-p_e.jpg
"7706 N Donnelly Ave, Kansas City, MO 64158",5475,6,5,Hills Real Estate,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.31,1695000,$1.70M,,,USD,7303,7706 N Donnelly Ave,Kansas City,MO,64158,USA,172010,1657500,326648220,39.233143,-94.480644,For Sale by Agent,House for sale,1253441000,/homedetails/7706-N-Donnelly-Ave-Kansas-City-MO-64158/326648220_zpid/,https://photos.zillowstatic.com/fp/955a5bf2e9ba68deba06bcf0ea1d9d4a-p_e.jpg
"8808 E 111th St, Kansas City, MO 64134",1124,2,3,United Real Estate Kansas City,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.195,153000,$153K,,,USD,1532,8808 E 111th St,Kansas City,MO,64134,USA,75000,148800,2462348,38.921337,-94.489456,For Sale by Agent,House for sale,1372230000,/homedetails/8808-E-111th-St-Kansas-City-MO-64134/2462348_zpid/,https://photos.zillowstatic.com/fp/26d0bce6c11b2edb0d25a67aadc642d6-p_e.jpg
"5500 Harrison St, Kansas City, MO 64110",2020,3,4,ReeceNichols - Country Club Pl,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.146,485000,$485K,-15000,"$15,000 (Jul 11)",USD,3105,5500 Harrison St,Kansas City,MO,64110,USA,84000,465700,2352178,39.02708,-94.57531,For Sale by Agent,House for sale,2635893000,/homedetails/5500-Harrison-St-Kansas-City-MO-64110/2352178_zpid/,https://photos.zillowstatic.com/fp/10c52d1a7580322d3d9679ad04dbd20c-p_e.jpg
"3680 Jefferson St, Kansas City, MO 64111",4704,4,5,ReeceNichols - Country Club Pl,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.204,699000,$699K,-30900,"$30,900 (Jul 10)",USD,4325,3680 Jefferson St,Kansas City,MO,64111,USA,478000,663100,2342776,39.059727,-94.5944,For Sale by Agent,House for sale,10929949000,/homedetails/3680-Jefferson-St-Kansas-City-MO-64111/2342776_zpid/,https://photos.zillowstatic.com/fp/44a4b8638991ec546236631b5fd1fdd7-p_e.jpg
"4330 Forest Ave, Kansas City, MO 64110",1737,3,3,Compass Realty Group,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.09,480000,$480K,,,USD,3015,4330 Forest Ave,Kansas City,MO,64110,USA,9500,477100,109849088,39.04776,-94.571686,For Sale by Agent,House for sale,134441000,/homedetails/4330-Forest-Ave-Kansas-City-MO-64110/109849088_zpid/,https://photos.zillowstatic.com/fp/94ff372131287ad63d2bbac2d5731414-p_e.jpg
"1222 W 67th Ter, Kansas City, MO 64113",1826,3,4,Opendoor Brokerage LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.25,651000,$651K,-32000,"$32,000 (Jul 25)",USD,4440,1222 W 67th Ter,Kansas City,MO,64113,USA,439000,624700,2416875,39.00705,-94.60476,For Sale by Agent,House for sale,3601917000,/homedetails/1222-W-67th-Ter-Kansas-City-MO-64113/2416875_zpid/,https://photos.zillowstatic.com/fp/2d83ce96e9455683c6193b638ed796cf-p_e.jpg
"4960 Westwood Rd, Kansas City, MO 64112",3056,5,4,ReeceNichols - Country Club Pl,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.196,899000,$899K,-16000,"$16,000 (Jul 16)",USD,5257,4960 Westwood Rd,Kansas City,MO,64112,USA,394000,869100,2345494,39.037888,-94.602715,For Sale by Agent,House for sale,1800766000,/homedetails/4960-Westwood-Rd-Kansas-City-MO-64112/2345494_zpid/,https://photos.zillowstatic.com/fp/e0b293121d2fb9f6dc120277c0cbbf51-p_e.jpg
"6021 N Topping Ave, Kansas City, MO 64119",864,1,2,United Real Estate Kansas City,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.38,143500,$144K,-1500,"$1,500 (Jul 26)",USD,1250,6021 N Topping Ave,Kansas City,MO,64119,USA,17900,138000,66435585,39.203083,-94.51164,For Sale by Agent,House for sale,4240689000,/homedetails/6021-N-Topping-Ave-Kansas-City-MO-64119/66435585_zpid/,https://photos.zillowstatic.com/fp/ddd5ac3c02351b2e607415ade56ceb7b-p_e.jpg
"5812 Rockhill Rd, Kansas City, MO 64110",1832,2,4,RE/MAX Realty Suburban Inc,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.147,395000,$395K,-5000,"$5,000 (Jul 11)",USD,2527,5812 Rockhill Rd,Kansas City,MO,64110,USA,211000,381100,2352834,39.021305,-94.576836,For Sale by Agent,House for sale,2635893000,/homedetails/5812-Rockhill-Rd-Kansas-City-MO-64110/2352834_zpid/,https://photos.zillowstatic.com/fp/fcb6a3dc9cafc8a940aa2c4509cb4afb-p_e.jpg
"1219 W 40th St, Kansas City, MO 64111",1588,2,4,ReeceNichols - Leawood,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.119,325000,$325K,,,USD,2146,1219 W 40th St,Kansas City,MO,64111,USA,170000,321800,2343454,39.054886,-94.60103,For Sale by Agent,House for sale,1253441000,/homedetails/1219-W-40th-St-Kansas-City-MO-64111/2343454_zpid/,https://photos.zillowstatic.com/fp/eba1e0f40dd4000a2083bf908d4afa96-p_e.jpg
"1837 Pendleton Ave, Kansas City, MO 64124",3888,3,4,KW KANSAS CITY METRO,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.174,550000,$550K,,,USD,3386,1837 Pendleton Ave,Kansas City,MO,64124,USA,127000,524100,2281650,39.112335,-94.55669,For Sale by Agent,House for sale,4968466000,/homedetails/1837-Pendleton-Ave-Kansas-City-MO-64124/2281650_zpid/,https://photos.zillowstatic.com/fp/2efd63e7d0efb63351c6ff1c2bedfe86-p_e.jpg
"5836 N Oakley Ave, Kansas City, MO 64119",1556,2,3,Platinum Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.18,220000,$220K,,,USD,1567,5836 N Oakley Ave,Kansas City,MO,64119,USA,26280,218100,66433484,39.200455,-94.51303,For Sale by Agent,House for sale,929428000,/homedetails/5836-N-Oakley-Ave-Kansas-City-MO-64119/66433484_zpid/,https://photos.zillowstatic.com/fp/7bfe24ab186c4c5458e30571e4830171-p_e.jpg
"1919 NW 82nd Ter, Kansas City, MO 64151",1230,2,3,Keller Williams KC North,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.94,273900,$274K,-6000,"$6,000 (Jul 15)",USD,1821,1919 NW 82nd Ter,Kansas City,MO,64151,USA,201592,268100,80875515,39.243076,-94.60297,For Sale by Agent,House for sale,1485323000,/homedetails/1919-NW-82nd-Ter-Kansas-City-MO-64151/80875515_zpid/,https://photos.zillowstatic.com/fp/910d043e95f7222b89135f5648e85774-p_e.jpg
"4315 N Campbell St, Kansas City, MO 64116",1240,1,3,Worth Clark Realty,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.21,186000,$186K,-1000,"$1,000 (Jul 24)",USD,1400,4315 N Campbell St,Kansas City,MO,64116,USA,17730,175000,66446147,39.173473,-94.568245,For Sale by Agent,House for sale,4380318000,/homedetails/4315-N-Campbell-St-Kansas-City-MO-64116/66446147_zpid/,https://photos.zillowstatic.com/fp/5f81aa44ce2898f7c9a9009fd9cf0a46-p_e.jpg
"3011 E 37th St, Kansas City, MO 64128",961,1,2,ReeceNichols - Eastland,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.075,80000,$80K,,,USD,1074,3011 E 37th St,Kansas City,MO,64128,USA,18000,,2355844,39.05864,-94.5482,For Sale by Agent,House for sale,216663000,/homedetails/3011-E-37th-St-Kansas-City-MO-64128/2355844_zpid/,https://photos.zillowstatic.com/fp/a800ec4310f6910b8e53aa8d596bd1cb-p_e.jpg
"4522 N Agnes Ave, Kansas City, MO 64117",1610,2,3,United Real Estate Kansas City,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.24,240000,$240K,,,USD,1738,4522 N Agnes Ave,Kansas City,MO,64117,USA,22990,239900,66448573,39.17693,-94.544716,For Sale by Agent,House for sale,774315000,/homedetails/4522-N-Agnes-Ave-Kansas-City-MO-64117/66448573_zpid/,https://photos.zillowstatic.com/fp/37241b7bf0c3387f222c36d8fa0e9d13-p_e.jpg
"1425 NW 79th St, Kansas City, MO 64118",1400,3,3,Dream Properties Real Estate,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.2,340000,$340K,-5000,"$5,000 (Jul 17)",USD,1910,1425 NW 79th St,Kansas City,MO,64118,USA,39010,331300,66413671,39.237625,-94.597984,For Sale by Agent,House for sale,3759017000,/homedetails/1425-NW-79th-St-Kansas-City-MO-64118/66413671_zpid/,https://photos.zillowstatic.com/fp/2124ffb27139d4e54bf91cd89f173909-p_e.jpg
"4009 Holly St, Kansas City, MO 64111",1057,2,3,EXP Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.088,235000,$235K,-4000,"$4,000 (Jul 26)",USD,1784,4009 Holly St,Kansas City,MO,64111,USA,104000,224400,2343910,39.05475,-94.59982,For Sale by Agent,House for sale,7857230000,/homedetails/4009-Holly-St-Kansas-City-MO-64111/2343910_zpid/,https://photos.zillowstatic.com/fp/047da61feae5ce90e2af0f752313c204-p_e.jpg
"4949 Tracy Ave, Kansas City, MO 64110",2351,4,4,The Real Estate Store LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.097,399000,$399K,-20000,"$20,000 (Jul 23)",USD,2498,4949 Tracy Ave,Kansas City,MO,64110,USA,190000,382200,2347633,39.0359,-94.57082,For Sale by Agent,House for sale,4312299000,/homedetails/4949-Tracy-Ave-Kansas-City-MO-64110/2347633_zpid/,https://photos.zillowstatic.com/fp/85438adebf1bc6ebd3969397a60153a9-p_e.jpg
"6215 N Allenton Ave, Kansas City, MO 64151",3938,3,4,Keller Williams KC North,TRUE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.288,599900,$600K,-20000,"$20,000 (Jul 18)",USD,3462,6215 N Allenton Ave,Kansas City,MO,64151,USA,417672,583100,112077177,39.207874,-94.614044,For Sale by Agent,House for sale,3759017000,/homedetails/6215-N-Allenton-Ave-Kansas-City-MO-64151/112077177_zpid/,https://photos.zillowstatic.com/fp/9cf07fa0469d5281c27fb7a0362d4ae8-p_e.jpg
"2448 Brooklyn Ave, Kansas City, MO 64127",1983,1,5,Executive Asset Realty,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,,TRUE,,,,acres,0.105,89900,$90K,-35100,,USD,1599,2448 Brooklyn Ave,Kansas City,MO,64127,USA,43000,82400,2336101,39.081333,-94.55728,Non Owner Occupied,Foreclosure,5524365000,/homedetails/2448-Brooklyn-Ave-Kansas-City-MO-64127/2336101_zpid/,https://photos.zillowstatic.com/fp/a941dbb9043ef9feb5219787aa880980-p_e.jpg
"5509 E 24th St, Kansas City, MO 64127",1068,1,2,EXP Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.124,48000,$48K,-2000,"$2,000 (Jul 19)",USD,1050,5509 E 24th St,Kansas City,MO,64127,USA,28000,,2330109,39.08083,-94.51835,For Sale by Agent,House for sale,3041603000,/homedetails/5509-E-24th-St-Kansas-City-MO-64127/2330109_zpid/,https://photos.zillowstatic.com/fp/93e5f160f03740559d48443312f470de-p_e.jpg
"471 E 55th St, Kansas City, MO 64110",1550,3,3,EXP Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.2,425000,$425K,,,USD,2783,471 E 55th St,Kansas City,MO,64110,USA,288000,419800,2352251,39.027122,-94.579834,For Sale by Agent,House for sale,1167029000,/homedetails/471-E-55th-St-Kansas-City-MO-64110/2352251_zpid/,https://photos.zillowstatic.com/fp/b8facb95e5d9e7483f8b84866d31527e-p_e.jpg
"3625 State Line Rd, Kansas City, MO 64111",1046,1,2,ReeceNichols -The Village,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.104,189000,$189K,-9000,,USD,1664,3625 State Line Rd,Kansas City,MO,64111,USA,114000,176800,2343073,39.061295,-94.60694,For Sale by Agent,House for sale,25445364000,/homedetails/3625-State-Line-Rd-Kansas-City-MO-64111/2343073_zpid/,https://photos.zillowstatic.com/fp/30a54746463e329487490df0b2ff7e66-p_e.jpg
"11825 E 56th Ter, Kansas City, MO 64133",1460,2,3,Chartwell Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.2,244900,$245K,-5000,"$5,000 (Jul 18)",USD,1650,11825 E 56th Ter,Kansas City,MO,64133,USA,112000,239900,2375129,39.019344,-94.44165,For Sale by Agent,House for sale,2463054000,/homedetails/11825-E-56th-Ter-Kansas-City-MO-64133/2375129_zpid/,https://photos.zillowstatic.com/fp/c1d47859f976d92de351a48703c2d7c9-p_e.jpg
"5993 N Saline Ave, Kansas City, MO 64151",3072,4,4,ListWithFreedom.com Inc,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.465,939500,$940K,,,USD,4456,5993 N Saline Ave,Kansas City,MO,64151,USA,522891,938800,110283163,39.205784,-94.65112,For Sale by Agent,House for sale,335753000,/homedetails/5993-N-Saline-Ave-Kansas-City-MO-64151/110283163_zpid/,https://photos.zillowstatic.com/fp/cfe594738f9c9f94402e42130a8bd2e6-p_e.jpg
"830 W 54th St, Kansas City, MO 64112",6256,5,5,Element Sotheby’s Internationa,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.554,1650000,$1.65M,,,USD,10375,830 W 54th St,Kansas City,MO,64112,USA,893000,1574800,2352951,39.029797,-94.59908,For Sale by Agent,House for sale,3154218000,/homedetails/830-W-54th-St-Kansas-City-MO-64112/2352951_zpid/,https://photos.zillowstatic.com/fp/401220a1a6f6f4efa5679522eedf3672-p_e.jpg
"5425 N Bales Ter, Kansas City, MO 64119",925,1,3,Opendoor Brokerage LLC,TRUE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.18,190000,$190K,-8000,"$8,000 (Jul 25)",USD,1500,5425 N Bales Ter,Kansas City,MO,64119,USA,23860,182700,66433972,39.192684,-94.53751,For Sale by Agent,House for sale,4835672000,/homedetails/5425-N-Bales-Ter-Kansas-City-MO-64119/66433972_zpid/,https://photos.zillowstatic.com/fp/7c68616b5d1abdf09235e25e8ffa7aaa-p_e.jpg
"6231 Rockhill Rd, Kansas City, MO 64110",1752,2,4,Chartwell Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.111,289000,$289K,-11000,"$11,000 (Jul 11)",USD,2228,6231 Rockhill Rd,Kansas City,MO,64110,USA,184000,271100,2413545,39.01388,-94.576485,For Sale by Agent,House for sale,25497636000,/homedetails/6231-Rockhill-Rd-Kansas-City-MO-64110/2413545_zpid/,https://photos.zillowstatic.com/fp/936efcb8c0eda75c6f27e37f5f16d0e3-p_e.jpg
"11517 N Windsor Ave, Kansas City, MO 64157",1642,2,3,Picket Realty Services LLC,TRUE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.17,309900,$310K,,,USD,2092,11517 N Windsor Ave,Kansas City,MO,64157,USA,39100,306400,66457364,39.30236,-94.46436,For Sale by Agent,House for sale,778825000,/homedetails/11517-N-Windsor-Ave-Kansas-City-MO-64157/66457364_zpid/,https://photos.zillowstatic.com/fp/042181f5b56f9c0c8596a386c6ddd583-p_e.jpg
"12123 E 52nd Ter, Kansas City, MO 64133",3428,4,3,Keller Williams Platinum Prtnr,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.45,289900,$290K,-10000,"$10,000 (Jul 24)",USD,2307,12123 E 52nd Ter,Kansas City,MO,64133,USA,139000,287000,2374804,39.025738,-94.43494,For Sale by Agent,House for sale,1203629000,/homedetails/12123-E-52nd-Ter-Kansas-City-MO-64133/2374804_zpid/,https://photos.zillowstatic.com/fp/6b33144e83e88b2685c17fd8e6fe5097-p_e.jpg
"1302 NW 104th St, Kansas City, MO 64155",2809,3,4,ReeceNichols-KCN,TRUE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,,,,TRUE,TRUE,acres,0.264,599950,$600K,,,USD,3750,1302 NW 104th St,Kansas City,MO,64155,USA,,581900,351560238,39.28227,-94.59487,New Construction Plan,New construction,4486528000,/homedetails/1302-NW-104th-St-Kansas-City-MO-64155/351560238_zpid/,https://photos.zillowstatic.com/fp/7709094759574de445a795221e6bbe24-p_e.jpg
